subject,dataset,theta_Hz,alpha_Hz,ratio,PCI,convergence_pct,phi_organized
S089R02,PhysioNet,5.882079388899771,9.53671126156434,1.6213163119765643,1.5335738884369556,0.2406952121509266,1
S090R02,PhysioNet,6.081921011503201,10.454291626989315,1.7189127591786075,0.6403267895471807,0.2052389029729485,1
S091R02,PhysioNet,6.053971238954399,10.250447173664238,1.693177382097148,0.8427722974649511,0.2129256093083297,1
S092R02,PhysioNet,6.573939409502275,9.727923450278244,1.4797707803964628,0.9567130914877672,0.2736738827648622,1
S093R02,PhysioNet,5.430805006731609,10.26721093154388,1.890550465136832,-0.5757984119153375,0.187392041401944,0
S094R02,PhysioNet,6.05143147031907,10.510441692401686,1.7368521388621971,0.5065691136105979,0.2016531435137945,1
S095R02,PhysioNet,5.547385932984794,11.247871848601124,2.0275985814726183,-1.384667345374638,0.1612776826863575,0
S096R02,PhysioNet,5.9684369447030745,10.31854273171089,1.7288517625822435,0.5656074687353967,0.2061810698394955,1
S097R02,PhysioNet,5.801448268074969,10.694183959610614,1.8433645299329968,-0.2371850070997151,0.1854346397079287,0
S098R02,PhysioNet,5.9438738940945886,10.207178500398392,1.717260272049096,0.6529139724374543,0.2099382850041944,1
S099R02,PhysioNet,6.156201153269976,9.831785474044764,1.5970539670917732,1.4248573592102984,0.2394874401229784,1
S100R02,PhysioNet,5.836701045064533,10.549090501691865,1.8073720788924232,0.0113060806281689,0.1918505914266522,1
S101R02,PhysioNet,5.916089283961652,10.63260192707022,1.7972348652504109,0.0810259021810998,0.1916989507005375,1
S102R02,PhysioNet,6.175552787790492,9.654489239334172,1.5633400881005803,1.2439161801414982,0.2513234408687369,1
S103R02,PhysioNet,5.855255261653952,9.8566585526847,1.6833866521987395,0.9240780889561356,0.222152945503138,1
S104R02,PhysioNet,6.488423881132585,9.618462585250278,1.48240354845179,0.9635705586651256,0.2754791564248782,1
S105R02,PhysioNet,6.191965996282497,9.866769023930384,1.5934792002821312,1.4028196109887905,0.2395322589778342,1
S106R02,PhysioNet,6.373936183986602,10.09141858468682,1.5832318199293776,1.3437860085238778,0.2371082804836298,1
S107R02,PhysioNet,6.386852824303364,9.938581484337266,1.556099969380663,1.2115764288275066,0.2468082351772373,1
S108R02,PhysioNet,6.204464533997827,10.453634961147449,1.684856912931966,0.911690400732474,0.2105630899837353,1
S109R02,PhysioNet,5.786813844176531,11.158813126369417,1.928317279049664,-0.8711997179093373,0.1702997483382785,0
